"","contrast",".chain",".iteration",".draw",".value"
"42","red - whi",NA,NA,42,0.523323941013986
"43","red - whi",NA,NA,43,0.385298815015889
"44","red - whi",NA,NA,44,0.436358839048148
"45","red - whi",NA,NA,45,2.00879813314739
"46","red - whi",NA,NA,46,0.169003125311449
"47","red - whi",NA,NA,47,1.10315377395729
"48","red - whi",NA,NA,48,1.41447175657308
"49","red - whi",NA,NA,49,0.760611659219203
"50","red - whi",NA,NA,50,0.122534130990903
"51","red - whi",NA,NA,51,1.02813552377989
"52","red - whi",NA,NA,52,0.763802036967096
"53","red - whi",NA,NA,53,0.274535435673316
"54","red - whi",NA,NA,54,1.29211492792431
"55","red - whi",NA,NA,55,1.19381204574315
"56","red - whi",NA,NA,56,0.982864840617388
"57","red - whi",NA,NA,57,1.57366531903814
"58","red - whi",NA,NA,58,1.51577619938718
"59","red - whi",NA,NA,59,0.0485902576211215
"60","red - whi",NA,NA,60,0.283397013828401
"61","red - whi",NA,NA,61,1.48300171089838
"62","red - whi",NA,NA,62,1.72392159238371
"63","red - whi",NA,NA,63,3.68590036396923
"64","red - whi",NA,NA,64,3.22946374811094
"65","red - whi",NA,NA,65,2.74848415894225
"66","red - whi",NA,NA,66,1.71913173518212
"67","red - whi",NA,NA,67,-0.204943560437957
"68","red - whi",NA,NA,68,1.12927363739994
"69","red - whi",NA,NA,69,2.04412130983214
"70","red - whi",NA,NA,70,1.87070642889363
"71","red - whi",NA,NA,71,2.53338544936892
"72","red - whi",NA,NA,72,1.75369464579646
"73","red - whi",NA,NA,73,2.35102853188949
"74","red - whi",NA,NA,74,2.17361836925318
"75","red - whi",NA,NA,75,0.851687376509114
"76","red - whi",NA,NA,76,1.22459747750924
"77","red - whi",NA,NA,77,-0.122520292324852
"78","red - whi",NA,NA,78,1.28734552859546
"79","red - whi",NA,NA,79,0.0137640131317779
"80","red - whi",NA,NA,80,-0.761382344422607
"81","red - whi",NA,NA,81,0.536619320482388
"82","red - whi",NA,NA,82,0.247856201136308
"83","red - whi",NA,NA,83,0.177505193857665
"84","red - whi",NA,NA,84,0.644649156997513
"85","red - whi",NA,NA,85,2.43569662344506
"86","red - whi",NA,NA,86,1.96554499420059
"87","red - whi",NA,NA,87,-1.68843290991418
"88","red - whi",NA,NA,88,-1.38759473422655
"89","red - whi",NA,NA,89,-1.47929482815275
"90","red - whi",NA,NA,90,-1.52136750964386
"91","red - whi",NA,NA,91,-1.09442254734469
"92","red - whi",NA,NA,92,-1.07086137456165
"93","red - whi",NA,NA,93,0.0194819515380209
"94","red - whi",NA,NA,94,1.4312517505479
"95","red - whi",NA,NA,95,1.06034204757129
"96","red - whi",NA,NA,96,1.51490741121586
"97","red - whi",NA,NA,97,1.88072880918058
"98","red - whi",NA,NA,98,1.3857254915807
"99","red - whi",NA,NA,99,0.879503151003745
"100","red - whi",NA,NA,100,0.662110557525403
"101","red - whi",NA,NA,101,-1.19075288683308
"102","red - whi",NA,NA,102,-1.19560251378767
"103","red - whi",NA,NA,103,0.793128326502876
"104","red - whi",NA,NA,104,1.39660856391442
"105","red - whi",NA,NA,105,0.154116470623245
"106","red - whi",NA,NA,106,1.51572458563168
"107","red - whi",NA,NA,107,0.111674136701793
"108","red - whi",NA,NA,108,0.564506897413959
"109","red - whi",NA,NA,109,0.680060513780889
"110","red - whi",NA,NA,110,0.945499975652256
"111","red - whi",NA,NA,111,0.334653402542127
"112","red - whi",NA,NA,112,2.34039385836187
"113","red - whi",NA,NA,113,2.96755068268445
"114","red - whi",NA,NA,114,3.28489386193505
"115","red - whi",NA,NA,115,-1.72113687437143
"116","red - whi",NA,NA,116,2.54378111445726
"117","red - whi",NA,NA,117,0.741399289053824
"118","red - whi",NA,NA,118,0.530134294382367
"119","red - whi",NA,NA,119,0.583823949514636
"120","red - whi",NA,NA,120,-0.0222274427660043
"121","red - whi",NA,NA,121,0.711900933731988
"122","red - whi",NA,NA,122,0.765507281900223
"123","red - whi",NA,NA,123,-0.149351598058642
"124","red - whi",NA,NA,124,1.62063774689855
"125","red - whi",NA,NA,125,0.963221844766381
"126","red - whi",NA,NA,126,1.14570539636351
"127","red - whi",NA,NA,127,-0.238631343620062
"128","red - whi",NA,NA,128,0.361282391739601
"129","red - whi",NA,NA,129,0.260648584017184
"130","red - whi",NA,NA,130,0.549053070572898
"131","red - whi",NA,NA,131,0.588074751483664
"132","red - whi",NA,NA,132,-0.641604464093276
"133","red - whi",NA,NA,133,-0.662918054273271
"134","red - whi",NA,NA,134,0.41727081524872
"135","red - whi",NA,NA,135,0.798566910593726
"136","red - whi",NA,NA,136,-0.554373137202118
"137","red - whi",NA,NA,137,-0.774035774811855
"138","red - whi",NA,NA,138,-0.151151430096612
"139","red - whi",NA,NA,139,0.0862194818500929
"140","red - whi",NA,NA,140,1.70484823964644
"141","red - whi",NA,NA,141,1.70196749147405
"142","red - whi",NA,NA,142,1.29402733876224
"143","red - whi",NA,NA,143,1.98318275874408
"144","red - whi",NA,NA,144,0.30195173967994
"145","red - whi",NA,NA,145,0.142260310716577
"146","red - whi",NA,NA,146,-0.397657921568475
"147","red - whi",NA,NA,147,0.0133104742778992
"148","red - whi",NA,NA,148,0.199162114172562
"149","red - whi",NA,NA,149,0.810658993984689
"150","red - whi",NA,NA,150,0.858048614784981
"151","red - whi",NA,NA,151,1.77387576117546
"152","red - whi",NA,NA,152,-0.393236959600008
"153","red - whi",NA,NA,153,-1.09327688468569
"154","red - whi",NA,NA,154,-2.5655242701976
"155","red - whi",NA,NA,155,0.675548105902762
"156","red - whi",NA,NA,156,-0.358366741579203
"157","red - whi",NA,NA,157,1.9489355462692
"158","red - whi",NA,NA,158,0.15471177533457
"159","red - whi",NA,NA,159,0.820791136970767
"160","red - whi",NA,NA,160,0.463341165945689
"161","red - whi",NA,NA,161,0.3887445417349
"162","red - whi",NA,NA,162,0.400408990892675
"163","red - whi",NA,NA,163,0.375954580838341
"164","red - whi",NA,NA,164,0.00625355600839498
"165","red - whi",NA,NA,165,0.179883191753818
"166","red - whi",NA,NA,166,1.02648453982511
"167","red - whi",NA,NA,167,0.820538608802901
"168","red - whi",NA,NA,168,0.806466103314819
"169","red - whi",NA,NA,169,0.338106217051256
"170","red - whi",NA,NA,170,0.748754323730968
"171","red - whi",NA,NA,171,-0.253089088989062
"172","red - whi",NA,NA,172,-0.412099535403717
"173","red - whi",NA,NA,173,-0.464968012103996
"174","red - whi",NA,NA,174,-0.134125276193616
"175","red - whi",NA,NA,175,0.701795181997405
"176","red - whi",NA,NA,176,1.04017816424908
"177","red - whi",NA,NA,177,0.159250554233689
"178","red - whi",NA,NA,178,0.322566884799157
"179","red - whi",NA,NA,179,-0.104137292130646
"180","red - whi",NA,NA,180,-0.305858301732169
"181","red - whi",NA,NA,181,0.857136306400897
"182","red - whi",NA,NA,182,0.451625395557989
"183","red - whi",NA,NA,183,0.0631683061210841
"184","red - whi",NA,NA,184,-0.853633099711767
"185","red - whi",NA,NA,185,-0.221097531639835
"186","red - whi",NA,NA,186,1.32656446711901
"187","red - whi",NA,NA,187,0.265698120001089
"188","red - whi",NA,NA,188,-0.87399584701671
"189","red - whi",NA,NA,189,-2.28511315698482
"190","red - whi",NA,NA,190,-1.21307528870707
"191","red - whi",NA,NA,191,-1.7961323142899
"192","red - whi",NA,NA,192,-1.11031612966172
"193","red - whi",NA,NA,193,-1.33921235953695
"194","red - whi",NA,NA,194,-1.17137922068105
"195","red - whi",NA,NA,195,-0.33772836263875
"196","red - whi",NA,NA,196,-0.116464155035666
"197","red - whi",NA,NA,197,-1.11212135706477
"198","red - whi",NA,NA,198,1.19945617893717
"199","red - whi",NA,NA,199,0.538030373459611
"200","red - whi",NA,NA,200,0.572293927950913
"201","red - whi",NA,NA,201,0.533861749295602
"202","red - whi",NA,NA,202,0.246755427993785
"203","red - whi",NA,NA,203,0.585011626200205
"204","red - whi",NA,NA,204,1.26525557209406
"205","red - whi",NA,NA,205,0.473600741402911
"206","red - whi",NA,NA,206,-0.765346131894123
"207","red - whi",NA,NA,207,-0.683423535901857
"208","red - whi",NA,NA,208,-0.997193773721812
"209","red - whi",NA,NA,209,-2.26694392363916
"210","red - whi",NA,NA,210,-2.32347623305738
"211","red - whi",NA,NA,211,-1.91426601747343
"212","red - whi",NA,NA,212,-1.04234296816314
"213","red - whi",NA,NA,213,-0.32454202671337
"214","red - whi",NA,NA,214,-0.0192331921489883
"215","red - whi",NA,NA,215,-0.33414312884869
"216","red - whi",NA,NA,216,-2.44763230016101
"217","red - whi",NA,NA,217,-1.54832815923519
"218","red - whi",NA,NA,218,-3.78428333507547
"219","red - whi",NA,NA,219,-1.63947974450512
"220","red - whi",NA,NA,220,-1.52808687015014
"221","red - whi",NA,NA,221,-3.13161608992906
"222","red - whi",NA,NA,222,0.68938713279214
"223","red - whi",NA,NA,223,0.646951759597902
"224","red - whi",NA,NA,224,0.551900321736666
"225","red - whi",NA,NA,225,0.0893782339535425
"226","red - whi",NA,NA,226,-0.472781300726419
"227","red - whi",NA,NA,227,1.72466718326016
"228","red - whi",NA,NA,228,1.92697955331639
"229","red - whi",NA,NA,229,-1.24283654664577
"230","red - whi",NA,NA,230,-0.656212894118768
"231","red - whi",NA,NA,231,-0.10373970687226
"232","red - whi",NA,NA,232,0.535620501351182
"233","red - whi",NA,NA,233,0.317074307063084
"234","red - whi",NA,NA,234,1.2411068888439
"235","red - whi",NA,NA,235,-1.17056854673188
"236","red - whi",NA,NA,236,-1.31424004361814
"237","red - whi",NA,NA,237,-0.0900856510107522
"238","red - whi",NA,NA,238,0.771389518575588
"239","red - whi",NA,NA,239,0.832886327643012
"240","red - whi",NA,NA,240,0.0138115435180176
"241","red - whi",NA,NA,241,0.187343408539899
"242","red - whi",NA,NA,242,0.43257232715102
"243","red - whi",NA,NA,243,-0.154382532860718
"244","red - whi",NA,NA,244,0.0584786010743057
"245","red - whi",NA,NA,245,-0.567274290525983
"246","red - whi",NA,NA,246,0.126445585559123
"247","red - whi",NA,NA,247,-0.170471782744356
"248","red - whi",NA,NA,248,0.408750103847366
"249","red - whi",NA,NA,249,-0.05593790092767
"250","red - whi",NA,NA,250,0.0895470483880979
"251","red - whi",NA,NA,251,1.14250181782051
"252","red - whi",NA,NA,252,0.79379623381694
"253","red - whi",NA,NA,253,0.853129842304651
"254","red - whi",NA,NA,254,0.891802973455261
"255","red - whi",NA,NA,255,0.655187656448629
"256","red - whi",NA,NA,256,2.21251959768048
"257","red - whi",NA,NA,257,0.900224096885327
"258","red - whi",NA,NA,258,0.314598559856793
"259","red - whi",NA,NA,259,0.969722631164359
"260","red - whi",NA,NA,260,0.377747542190169
"261","red - whi",NA,NA,261,1.54560307677747
"262","red - whi",NA,NA,262,0.919593888108331
"263","red - whi",NA,NA,263,0.823662320966283
"264","red - whi",NA,NA,264,1.12656147363583
"265","red - whi",NA,NA,265,0.452069517285015
"266","red - whi",NA,NA,266,-0.135822963659495
"267","red - whi",NA,NA,267,-0.314853723114991
"268","red - whi",NA,NA,268,-0.364389129436328
"269","red - whi",NA,NA,269,0.0834337241534949
"270","red - whi",NA,NA,270,0.1963420076072
"271","red - whi",NA,NA,271,0.319215715129111
"272","red - whi",NA,NA,272,0.178645072704956
"273","red - whi",NA,NA,273,0.523187329455496
"274","red - whi",NA,NA,274,0.591134891414503
"275","red - whi",NA,NA,275,1.06165463726994
"276","red - whi",NA,NA,276,1.48910222077664
"277","red - whi",NA,NA,277,0.817066193823172
"278","red - whi",NA,NA,278,0.544419800340384
"279","red - whi",NA,NA,279,0.55038003129915
"280","red - whi",NA,NA,280,0.816563216738396
"281","red - whi",NA,NA,281,0.882009471170949
"282","red - whi",NA,NA,282,-0.684076366408403
"283","red - whi",NA,NA,283,-0.886998446478056
"284","red - whi",NA,NA,284,-0.299825873246796
"285","red - whi",NA,NA,285,0.468923888194576
"286","red - whi",NA,NA,286,0.458839925689187
"287","red - whi",NA,NA,287,-0.153785615559724
"288","red - whi",NA,NA,288,-0.0540121687578994
"289","red - whi",NA,NA,289,0.0637786758561087
"290","red - whi",NA,NA,290,1.06045651960837
"291","red - whi",NA,NA,291,0.82966928593934
"292","red - whi",NA,NA,292,1.79361160390711
"293","red - whi",NA,NA,293,1.26563287903588
"294","red - whi",NA,NA,294,2.61804018902915
"295","red - whi",NA,NA,295,2.11608039684477
"296","red - whi",NA,NA,296,-1.02198784312007
"297","red - whi",NA,NA,297,-0.835987662277041
"298","red - whi",NA,NA,298,-0.97794446342618
"299","red - whi",NA,NA,299,-1.48000966137571
"300","red - whi",NA,NA,300,-0.341716424034327
"301","red - whi",NA,NA,301,0.283777520057625
"302","red - whi",NA,NA,302,0.0426047177895
"303","red - whi",NA,NA,303,-0.0850144499031194
"304","red - whi",NA,NA,304,-0.884182178688275
"305","red - whi",NA,NA,305,1.39573715230042
"306","red - whi",NA,NA,306,0.438529363485868
"307","red - whi",NA,NA,307,-0.386066613229744
"308","red - whi",NA,NA,308,-0.309676187859442
"309","red - whi",NA,NA,309,0.527713427641706
"310","red - whi",NA,NA,310,1.23355408714692
"311","red - whi",NA,NA,311,1.23335372521888
"312","red - whi",NA,NA,312,1.77445100468741
"313","red - whi",NA,NA,313,1.04188593028713
"314","red - whi",NA,NA,314,1.13837750522469
"315","red - whi",NA,NA,315,0.933117596019908
"316","red - whi",NA,NA,316,0.750866711181512
"317","red - whi",NA,NA,317,1.12741669803142
"318","red - whi",NA,NA,318,0.439012518375456
"319","red - whi",NA,NA,319,-0.0249366794417212
"320","red - whi",NA,NA,320,0.178604637911021
"321","red - whi",NA,NA,321,2.114604409901
"322","red - whi",NA,NA,322,0.580410019355821
"323","red - whi",NA,NA,323,1.33978783894615
"324","red - whi",NA,NA,324,0.663503146769608
"325","red - whi",NA,NA,325,0.950615407397112
"326","red - whi",NA,NA,326,0.313267345074036
"327","red - whi",NA,NA,327,0.427413900936538
"328","red - whi",NA,NA,328,0.331233234873056
"329","red - whi",NA,NA,329,1.15099694358243
"330","red - whi",NA,NA,330,0.622473166440815
"331","red - whi",NA,NA,331,0.282916050659827
"332","red - whi",NA,NA,332,0.507785276790231
"333","red - whi",NA,NA,333,1.02267537243041
"334","red - whi",NA,NA,334,1.96420195302797
"335","red - whi",NA,NA,335,1.05410571464832
"336","red - whi",NA,NA,336,0.331204906711478
"337","red - whi",NA,NA,337,-0.422518555287584
"338","red - whi",NA,NA,338,0.0435256804921013
"339","red - whi",NA,NA,339,-0.600782530799845
"340","red - whi",NA,NA,340,-0.573539792357902
"341","red - whi",NA,NA,341,-1.67594888899334
"342","red - whi",NA,NA,342,0.459006543841867
"343","red - whi",NA,NA,343,-0.23734887688701
"344","red - whi",NA,NA,344,1.11925384298986
"345","red - whi",NA,NA,345,-0.453180981595876
"346","red - whi",NA,NA,346,-0.308994357184966
"347","red - whi",NA,NA,347,-0.272585774842636
"348","red - whi",NA,NA,348,-0.504074906439765
"349","red - whi",NA,NA,349,-0.1246083211277
"350","red - whi",NA,NA,350,0.161246797085327
"351","red - whi",NA,NA,351,1.43724156052824
"352","red - whi",NA,NA,352,1.13421033051693
"353","red - whi",NA,NA,353,1.08229343626916
"354","red - whi",NA,NA,354,0.578764137695782
"355","red - whi",NA,NA,355,0.320111066032154
"356","red - whi",NA,NA,356,-0.449110183622867
"357","red - whi",NA,NA,357,-0.355287251383098
"358","red - whi",NA,NA,358,-0.355517598662347
"359","red - whi",NA,NA,359,-1.12872542304595
"360","red - whi",NA,NA,360,0.835695245737697
"361","red - whi",NA,NA,361,0.696705444036502
"362","red - whi",NA,NA,362,0.763814725223148
"363","red - whi",NA,NA,363,0.777973314139891
"364","red - whi",NA,NA,364,0.81041785989601
"365","red - whi",NA,NA,365,1.50685829958201
"366","red - whi",NA,NA,366,-0.74032862673787
"367","red - whi",NA,NA,367,-0.6664729626875
"368","red - whi",NA,NA,368,-0.684155222787042
"369","red - whi",NA,NA,369,1.1620023159503
"370","red - whi",NA,NA,370,1.99766540818628
"371","red - whi",NA,NA,371,1.10858752545538
"372","red - whi",NA,NA,372,0.549639329099673
"373","red - whi",NA,NA,373,0.90550515429122
"374","red - whi",NA,NA,374,0.673860827434543
"375","red - whi",NA,NA,375,1.03284270185025
"376","red - whi",NA,NA,376,1.87967501364546
"377","red - whi",NA,NA,377,1.11114159074744
"378","red - whi",NA,NA,378,0.441904103845953
"379","red - whi",NA,NA,379,1.03903453941472
"380","red - whi",NA,NA,380,2.487099061883
"381","red - whi",NA,NA,381,2.85830354265559
"382","red - whi",NA,NA,382,2.31998595628051
"383","red - whi",NA,NA,383,1.22194297410861
"384","red - whi",NA,NA,384,1.31982553050164
"385","red - whi",NA,NA,385,0.42010560693759
"386","red - whi",NA,NA,386,0.572548813635008
"387","red - whi",NA,NA,387,0.0485798574825342
"388","red - whi",NA,NA,388,0.365095315594424
"389","red - whi",NA,NA,389,0.583563548013457
"390","red - whi",NA,NA,390,0.341992876571282
"391","red - whi",NA,NA,391,-0.400507539210164
"392","red - whi",NA,NA,392,0.216968143300717
"393","red - whi",NA,NA,393,1.40418282024955
"394","red - whi",NA,NA,394,1.49520255525016
"395","red - whi",NA,NA,395,0.818766084058561
"396","red - whi",NA,NA,396,1.35464060492629
"397","red - whi",NA,NA,397,1.81651264957333
"398","red - whi",NA,NA,398,-0.942403654706402
"399","red - whi",NA,NA,399,0.441131182175956
"400","red - whi",NA,NA,400,0.530159508161916
"401","red - whi",NA,NA,401,-0.315431059917615
"402","red - whi",NA,NA,402,-0.942803905302786
"403","red - whi",NA,NA,403,-0.58071102927585
"404","red - whi",NA,NA,404,-0.388684728880009
"405","red - whi",NA,NA,405,1.4138694538716
"406","red - whi",NA,NA,406,3.23228965854567
"407","red - whi",NA,NA,407,0.928967099283945
"408","red - whi",NA,NA,408,2.20034674537413
"409","red - whi",NA,NA,409,1.72447914376313
"410","red - whi",NA,NA,410,1.60111902469314
"411","red - whi",NA,NA,411,2.50119796563338
"412","red - whi",NA,NA,412,0.783080891896957
"413","red - whi",NA,NA,413,0.539516290108215
"414","red - whi",NA,NA,414,1.01784492007833
"415","red - whi",NA,NA,415,1.11148911907004
"416","red - whi",NA,NA,416,-1.01205605173484
"417","red - whi",NA,NA,417,0.571786855266794
"418","red - whi",NA,NA,418,-0.300938575427227
"419","red - whi",NA,NA,419,1.42126949138795
"420","red - whi",NA,NA,420,0.921118727406238
"421","red - whi",NA,NA,421,1.131644200397
"422","red - whi",NA,NA,422,0.129681180154347
"423","red - whi",NA,NA,423,3.49419202544706
"424","red - whi",NA,NA,424,2.81653619295586
"425","red - whi",NA,NA,425,1.64014184230086
"426","red - whi",NA,NA,426,3.43473584591835
"427","red - whi",NA,NA,427,4.32444602786316
"428","red - whi",NA,NA,428,3.08887518684735
"429","red - whi",NA,NA,429,-0.188239502781251
"430","red - whi",NA,NA,430,0.98991887556113
"431","red - whi",NA,NA,431,1.43583052833067
"432","red - whi",NA,NA,432,1.44510846639212
"433","red - whi",NA,NA,433,1.80178532753042
"434","red - whi",NA,NA,434,1.99466795367765
"435","red - whi",NA,NA,435,1.47824084183882
"436","red - whi",NA,NA,436,0.251952218300395
"437","red - whi",NA,NA,437,0.890721069928639
"438","red - whi",NA,NA,438,2.8836653193628
"439","red - whi",NA,NA,439,0.87987557988349
"440","red - whi",NA,NA,440,1.21877477940025
"441","red - whi",NA,NA,441,1.08000820823784
"442","red - whi",NA,NA,442,1.9315678816664
"443","red - whi",NA,NA,443,0.309094723825947
"444","red - whi",NA,NA,444,0.254698027348679
"445","red - whi",NA,NA,445,0.306477225131339
"446","red - whi",NA,NA,446,0.564013826093619
"447","red - whi",NA,NA,447,-0.331203185217803
"448","red - whi",NA,NA,448,-0.682570295539908
"449","red - whi",NA,NA,449,-0.00501070773935716
"450","red - whi",NA,NA,450,0.239711640971113
"451","red - whi",NA,NA,451,0.15872711459057
"452","red - whi",NA,NA,452,0.175044302158155
"453","red - whi",NA,NA,453,0.695322673702427
"454","red - whi",NA,NA,454,0.427801522888559
"455","red - whi",NA,NA,455,-0.397416933455299
"456","red - whi",NA,NA,456,-0.344254815529359
"457","red - whi",NA,NA,457,0.102431289222552
"458","red - whi",NA,NA,458,5.25792985893162
"459","red - whi",NA,NA,459,2.97106334388964
"460","red - whi",NA,NA,460,2.97764713390353
"461","red - whi",NA,NA,461,1.87383207095278
"462","red - whi",NA,NA,462,2.1487238671057
"463","red - whi",NA,NA,463,0.697727173162368
"464","red - whi",NA,NA,464,0.962107347903143
"465","red - whi",NA,NA,465,-0.0271625837431805
"466","red - whi",NA,NA,466,1.20119273329072
"467","red - whi",NA,NA,467,1.53412678392084
"468","red - whi",NA,NA,468,1.31817030823891
"469","red - whi",NA,NA,469,1.72033356143197
"470","red - whi",NA,NA,470,0.69549922904879
"471","red - whi",NA,NA,471,0.0719502439854873
"472","red - whi",NA,NA,472,0.217710897589032
"473","red - whi",NA,NA,473,1.19254441315927
"474","red - whi",NA,NA,474,0.61628608391165
"475","red - whi",NA,NA,475,-1.12480187690165
"476","red - whi",NA,NA,476,1.01858024167568
"477","red - whi",NA,NA,477,0.943009854980038
"478","red - whi",NA,NA,478,1.50732901078587
"479","red - whi",NA,NA,479,-0.635988554426844
"480","red - whi",NA,NA,480,2.02102712213609
"481","red - whi",NA,NA,481,1.13860166944925
"482","red - whi",NA,NA,482,0.25387341996286
"483","red - whi",NA,NA,483,0.811212074939448
"484","red - whi",NA,NA,484,-1.70452873315664
"485","red - whi",NA,NA,485,-1.45775878641728
"486","red - whi",NA,NA,486,-0.280254403019968
"487","red - whi",NA,NA,487,0.199677540260498
"488","red - whi",NA,NA,488,0.653621282229287
"489","red - whi",NA,NA,489,-0.149061831421241
"490","red - whi",NA,NA,490,0.559621996240866
"491","red - whi",NA,NA,491,0.408445827325652
"492","red - whi",NA,NA,492,0.0594107843135778
"493","red - whi",NA,NA,493,0.324160673369533
"494","red - whi",NA,NA,494,-0.0260497831778577
"495","red - whi",NA,NA,495,-0.0852075174615581
"496","red - whi",NA,NA,496,0.95275850545656
"497","red - whi",NA,NA,497,-0.402279978385966
"498","red - whi",NA,NA,498,0.585476948796517
"499","red - whi",NA,NA,499,-0.116015793163304
"500","red - whi",NA,NA,500,1.46336274815416
"501","red - whi",NA,NA,501,-0.0433502847949544
"502","red - whi",NA,NA,502,1.79433692401689
"503","red - whi",NA,NA,503,1.12430613928274
"504","red - whi",NA,NA,504,0.576737766836725
"505","red - whi",NA,NA,505,0.711022699287547
"506","red - whi",NA,NA,506,0.228461572549968
"507","red - whi",NA,NA,507,0.453806607238331
"508","red - whi",NA,NA,508,0.205658906480448
"509","red - whi",NA,NA,509,0.41539422246256
"510","red - whi",NA,NA,510,1.46219245584458
"511","red - whi",NA,NA,511,0.0703533312179136
"512","red - whi",NA,NA,512,-0.0246585807744365
"513","red - whi",NA,NA,513,0.542515620560752
"514","red - whi",NA,NA,514,-0.0938643793112349
"515","red - whi",NA,NA,515,0.522012810433155
"516","red - whi",NA,NA,516,-0.0711272919392006
"517","red - whi",NA,NA,517,-0.428837536338162
"518","red - whi",NA,NA,518,0.429400128908177
"519","red - whi",NA,NA,519,-0.249756625713265
"520","red - whi",NA,NA,520,-0.0630477918621409
"521","red - whi",NA,NA,521,-1.166481773124
"522","red - whi",NA,NA,522,-0.517914287299825
"523","red - whi",NA,NA,523,-0.111768387464304
"524","red - whi",NA,NA,524,-0.858695652907531
"525","red - whi",NA,NA,525,1.0288494331889
"526","red - whi",NA,NA,526,0.663141188679048
"527","red - whi",NA,NA,527,0.950842635287254
"528","red - whi",NA,NA,528,1.4293942836365
"529","red - whi",NA,NA,529,1.31597078419617
"530","red - whi",NA,NA,530,0.943922593376081
"531","red - whi",NA,NA,531,0.889101700819584
"532","red - whi",NA,NA,532,1.01856938082755
"533","red - whi",NA,NA,533,-1.48235433793346
"534","red - whi",NA,NA,534,-0.820279694934021
"535","red - whi",NA,NA,535,-1.21609134847421
"536","red - whi",NA,NA,536,-0.377215160866025
"537","red - whi",NA,NA,537,-0.19705866027011
"538","red - whi",NA,NA,538,0.887471335722551
"539","red - whi",NA,NA,539,0.170565464197942
"540","red - whi",NA,NA,540,0.426679406653602
"541","red - whi",NA,NA,541,0.240550230305849
"542","red - whi",NA,NA,542,0.91556722051834
"543","red - whi",NA,NA,543,0.929754222990018
"544","red - whi",NA,NA,544,0.168859727043464
"545","red - whi",NA,NA,545,0.231734772343773
"546","red - whi",NA,NA,546,-0.487350945930044
"547","red - whi",NA,NA,547,1.09379344037241
"548","red - whi",NA,NA,548,0.778865676256213
"549","red - whi",NA,NA,549,0.667201216107818
"550","red - whi",NA,NA,550,1.13125600588582
"551","red - whi",NA,NA,551,2.54589979136527
"552","red - whi",NA,NA,552,1.89050774862674
"553","red - whi",NA,NA,553,1.42336074002301
"554","red - whi",NA,NA,554,0.472365674267944
"555","red - whi",NA,NA,555,1.17846469238178
"556","red - whi",NA,NA,556,1.18320944388023
"557","red - whi",NA,NA,557,0.882510748585871
"558","red - whi",NA,NA,558,-0.782662174765715
"559","red - whi",NA,NA,559,-0.111940777992977
"560","red - whi",NA,NA,560,0.101098459059824
"561","red - whi",NA,NA,561,0.558292486131122
"562","red - whi",NA,NA,562,-0.00111770257268167
"563","red - whi",NA,NA,563,-0.363929843871635
"564","red - whi",NA,NA,564,-0.530801011084073
"565","red - whi",NA,NA,565,0.380567333597551
"566","red - whi",NA,NA,566,-0.62871577873731
"567","red - whi",NA,NA,567,-0.85093565911567
"568","red - whi",NA,NA,568,0.602259585872875
"569","red - whi",NA,NA,569,0.0126880937766276
"570","red - whi",NA,NA,570,0.383099520699903
"571","red - whi",NA,NA,571,0.215162027203264
"572","red - whi",NA,NA,572,1.04277351344239
"573","red - whi",NA,NA,573,1.02438508711453
